a_au,e,i_deg,node_deg,peri_deg,mean_anomaly_deg
2.2199,0.1008,8.022,329.87,91.18,170.44
2.2200,0.2014,14.825,280.89,173.64,53.37
2.2202,0.1313,3.593,349.12,286.76,184.45
2.2207,0.2302,7.685,115.88,91.95,330.95
2.2209,0.0965,14.928,0.75,213.57,290.67
2.2209,0.0894,9.217,16.97,89.68,313.89
2.2210,0.1523,14.331,292.56,280.46,35.25
2.2212,0.1180,10.709,353.50,197.92,328.17
2.2214,0.1219,1.560,224.99,220.36,101.78
2.2215,0.0907,16.700,340.23,4.03,223.72
2.2216,0.1774,16.977,88.03,308.24,238.69
2.2221,0.1641,9.547,42.25,359.53,292.33
2.2221,0.1041,22.133,202.23,98.33,168.54
2.2223,0.0478,8.156,264.27,137.68,57.91
2.2229,0.1484,15.934,193.25,170.62,82.33
2.2230,0.1641,8.198,222.42,60.40,144.13
2.2232,0.1581,4.811,71.30,21.05,274.55
2.2233,0.1112,13.342,311.61,166.66,66.59
2.2234,0.0690,5.718,56.04,55.61,212.87
2.2234,0.1404,8.746,228.46,135.49,66.46
2.2235,0.1389,5.663,34.40,307.52,150.01
2.2235,0.0606,6.954,347.04,182.04,174.61
2.2236,0.0565,15.149,136.38,60.52,236.16
2.2242,0.2447,11.880,51.82,293.15,125.54
2.2248,0.1666,20.981,219.99,208.23,63.65
2.2249,0.1152,11.804,31.98,102.83,228.57
2.2251,0.0665,25.727,161.67,357.02,15.52
2.2251,0.1183,8.186,164.00,44.22,266.22
2.2253,0.1316,11.869,55.57,150.38,274.73
2.2255,0.0998,12.949,213.47,255.77,138.91
2.2256,0.1477,13.596,53.72,347.02,41.82
2.2259,0.1110,14.691,88.59,36.66,77.98
2.2261,0.2550,13.704,49.93,16.56,269.28
2.2263,0.0677,5.298,236.42,157.77,291.42
2.2269,0.0618,0.423,152.77,253.42,304.52
2.2273,0.1193,11.208,61.42,82.13,280.30
2.2275,0.1420,6.284,306.77,3.78,347.94
2.2276,0.1245,8.574,322.32,69.16,117.34
2.2278,0.0396,16.826,184.49,277.18,252.27
2.2279,0.0869,0.449,247.35,15.79,335.18
2.2282,0.2541,20.742,14.50,124.58,79.13
2.2288,0.0473,26.108,8.03,32.94,22.06
2.2290,0.1264,13.756,9.68,118.06,181.94
2.2290,0.1810,11.099,262.05,354.17,306.66
2.2290,0.0887,5.340,37.70,197.81,30.60
2.2290,0.1881,13.847,127.94,280.97,25.87
2.2293,0.0949,6.411,332.88,327.58,126.51
2.2293,0.2134,15.192,141.33,66.68,103.83
2.2295,0.0745,11.791,43.62,350.04,298.03
2.2295,0.0681,19.426,185.28,139.89,77.06
2.2297,0.0753,11.979,106.29,151.15,119.22
2.2298,0.0371,13.035,347.24,88.29,181.58
2.2298,0.2158,11.783,243.02,222.63,73.04
2.2298,0.1555,11.445,165.57,18.39,46.30
2.2300,0.1084,7.149,313.80,286.06,60.86
2.2302,0.1386,11.531,185.89,281.92,32.68
2.2302,0.2177,11.606,266.22,112.28,18.28
2.2303,0.1238,15.581,144.66,224.86,68.10
2.2306,0.1231,10.136,130.22,186.26,291.32
2.2306,0.1027,6.939,97.60,152.75,210.78
2.2308,0.2181,13.688,331.03,49.37,153.36
2.2310,0.1521,8.021,131.45,321.84,100.43
2.2312,0.1325,24.891,180.19,253.63,104.44
2.2313,0.2071,6.905,127.26,16.57,31.38
2.2313,0.1771,13.719,340.48,43.40,118.34
2.2320,0.1833,9.609,195.26,142.15,84.72
2.2322,0.1824,19.520,22.49,213.27,224.45
2.2322,0.1231,3.798,337.93,140.56,275.77
2.2323,0.0265,11.283,32.04,182.10,250.06
2.2323,0.1733,14.947,199.13,276.65,204.47
2.2325,0.0363,16.854,139.24,132.88,100.64
2.2328,0.1608,12.019,277.17,237.67,2.98
2.2328,0.0675,7.024,111.13,149.17,246.12
2.2329,0.0235,10.189,333.50,239.59,233.67
2.2331,0.1055,13.639,84.14,142.77,163.31
2.2332,0.2229,16.065,322.75,220.97,132.69
2.2335,0.1345,6.642,162.04,45.49,292.18
2.2338,0.1764,6.529,59.42,137.38,320.58
2.2339,0.1462,15.013,118.71,335.28,319.88
2.2341,0.1898,19.784,326.95,77.68,73.67
2.2342,0.1457,9.656,85.30,210.71,127.61
2.2342,0.0620,9.406,14.70,50.49,30.30
2.2342,0.0366,13.178,119.26,356.54,65.05
2.2343,0.0128,17.853,9.40,302.35,209.31
2.2344,0.1230,4.715,49.56,30.92,317.35
2.2347,0.2045,12.583,64.48,142.46,93.18
2.2348,0.0674,6.288,191.92,75.86,262.13
2.2350,0.0164,12.089,221.30,330.23,346.63
2.2352,0.1362,17.339,108.54,172.72,177.65
2.2352,0.1554,5.527,136.74,278.31,317.04
2.2354,0.1917,4.096,128.58,173.24,348.44
2.2355,0.1009,10.808,342.64,200.05,66.18
2.2358,0.1584,8.525,173.61,251.74,32.28
2.2360,0.1390,7.261,229.52,335.92,277.21
2.2362,0.0581,6.729,213.80,294.19,147.72
2.2363,0.1543,7.830,173.36,208.47,325.60
2.2366,0.1624,9.796,316.72,195.90,6.49
2.2369,0.0370,23.601,230.75,234.98,253.31
2.2370,0.1131,13.654,105.89,30.95,187.94
2.2370,0.0413,13.940,265.09,120.97,350.78
2.2371,0.0475,12.196,10.17,50.12,352.85
2.2372,0.1030,13.552,219.35,211.33,6.14
2.2373,0.1485,11.026,240.80,219.67,142.20
2.2377,0.1038,2.269,275.21,219.01,195.22
2.2382,0.0798,19.357,124.38,272.78,123.08
2.2384,0.1788,9.958,324.39,49.81,87.93
2.2385,0.1095,8.055,9.00,259.06,7.97
2.2385,0.1260,19.105,9.61,10.11,38.96
2.2386,0.1489,3.496,144.59,182.48,190.60
2.2387,0.0528,7.122,51.83,327.02,160.42
2.2390,0.0477,10.749,98.91,105.72,20.04
2.2391,0.1978,19.569,122.86,166.52,96.10
2.2394,0.0852,9.262,257.00,93.31,120.61
2.2394,0.0740,13.956,259.90,346.93,333.10
2.2397,0.2365,22.091,174.57,306.72,4.83
2.2398,0.1536,7.252,211.83,58.05,180.30
2.2399,0.0308,11.671,79.50,272.43,140.91
2.2400,0.0443,3.280,76.12,107.62,234.76
2.2403,0.0427,15.301,262.92,314.88,129.05
2.2404,0.0865,20.615,357.16,84.23,226.36
2.2404,0.1810,9.744,156.68,38.53,284.88
2.2405,0.3046,8.287,18.17,215.35,293.35
2.2406,0.1508,13.742,217.84,273.53,93.83
2.2406,0.1161,13.838,147.26,194.91,240.19
2.2407,0.0664,0.335,31.71,196.45,249.18
2.2409,0.2295,16.957,179.97,60.67,318.62
2.2415,0.0551,19.136,190.99,242.40,282.04
2.2419,0.0397,21.362,293.32,228.61,266.37
2.2419,0.0610,4.173,266.33,183.94,129.88
2.2420,0.1002,14.872,24.47,14.52,78.27
2.2421,0.0616,23.365,113.08,303.29,19.11
2.2423,0.1129,12.509,337.74,309.12,272.33
2.2424,0.1058,6.813,87.67,53.89,56.18
2.2427,0.2446,2.598,219.51,322.09,147.23
2.2431,0.1542,17.235,223.55,21.23,169.95
2.2438,0.0456,6.988,191.91,104.61,334.00
2.2440,0.0977,4.256,192.16,132.99,104.32
2.2443,0.0793,9.038,309.05,293.14,157.78
2.2443,0.2379,15.576,274.88,155.90,190.95
2.2446,0.0729,2.470,343.44,249.85,44.22
2.2449,0.1618,7.314,315.81,95.83,17.50
2.2455,0.0401,17.609,176.34,237.69,287.53
2.2458,0.0326,8.103,267.03,260.67,208.78
2.2459,0.2305,8.479,229.68,105.47,189.77
2.2463,0.0878,23.669,281.56,186.37,10.72
2.2464,0.1537,10.025,325.29,167.08,279.40
2.2466,0.0821,4.259,228.92,287.51,323.92
2.2471,0.0954,7.045,34.25,63.42,274.51
2.2472,0.1267,3.849,130.46,81.67,139.73
2.2477,0.1907,11.851,348.10,262.88,171.47
2.2478,0.1399,7.835,305.67,290.46,285.18
2.2478,0.1451,13.956,346.87,326.24,282.42
2.2479,0.1733,9.236,29.58,129.77,112.18
2.2479,0.0887,5.015,107.09,319.61,301.12
2.2480,0.1216,9.591,228.18,286.65,190.47
2.2481,0.1048,4.536,53.74,132.18,302.96
2.2487,0.2971,11.196,93.07,13.57,64.12
2.2490,0.0844,0.897,209.49,332.17,358.50
2.2492,0.1645,6.532,143.25,322.36,93.34
2.2493,0.0318,1.957,163.38,136.98,127.61
2.2496,0.0526,13.504,20.80,191.84,156.24
2.2497,0.0722,6.951,173.36,43.29,256.15
2.2498,0.1351,12.203,2.54,90.38,187.07
2.2500,0.3154,6.925,261.17,52.88,19.46
2.2502,0.1041,2.579,91.92,327.00,73.27
2.2503,0.1111,11.107,114.75,235.79,121.19
2.2503,0.1295,9.630,301.08,27.62,246.47
2.2503,0.0985,7.725,234.22,36.27,278.68
2.2505,0.0609,24.759,350.74,303.46,137.29
2.2506,0.0763,3.671,215.40,209.89,182.22
2.2508,0.0932,12.084,27.50,183.94,10.24
2.2511,0.1669,12.340,274.89,314.69,9.51
2.2513,0.0846,18.225,162.68,148.57,282.60
2.2514,0.1985,13.535,48.65,183.12,127.46
2.2515,0.0622,11.527,291.47,287.24,71.49
2.2515,0.1296,13.497,309.32,63.17,358.16
2.2518,0.2994,18.530,226.08,223.17,237.39
2.2518,0.2453,13.768,224.58,132.98,37.35
2.2519,0.0821,11.042,193.21,326.13,204.66
2.2521,0.0261,9.633,38.38,167.72,202.56
2.2522,0.2752,1.695,181.40,239.32,219.48
2.2522,0.0812,22.848,17.96,20.16,309.41
2.2523,0.0837,11.517,322.36,128.49,343.58
2.2523,0.1967,8.349,132.00,256.17,187.10
2.2526,0.1480,23.650,272.78,105.92,288.04
2.2527,0.0843,18.165,4.21,335.41,272.72
2.2527,0.0832,24.384,185.82,207.69,211.00
2.2530,0.1538,22.187,201.85,103.31,293.23
2.2532,0.1262,12.938,286.63,203.02,106.61
2.2532,0.2494,15.745,274.38,31.74,336.68
2.2533,0.0430,10.062,296.08,248.30,237.72
2.2534,0.0881,14.023,316.80,247.99,18.01
2.2539,0.2069,4.406,3.50,198.80,102.68
2.2542,0.1129,21.012,38.13,143.13,15.22
2.2543,0.3306,16.670,256.55,20.43,109.90
2.2544,0.1389,5.995,96.82,170.33,153.69
2.2546,0.1256,10.003,317.17,98.77,197.92
2.2548,0.0317,9.558,143.23,7.84,137.03
2.2551,0.0631,16.790,258.91,201.34,121.38
2.2553,0.2402,4.866,49.47,16.81,285.30
2.2554,0.1753,7.143,73.98,123.19,353.74
2.2556,0.0086,15.368,47.09,314.19,192.10
2.2556,0.1374,11.176,276.96,84.94,266.61
2.2557,0.2482,11.293,281.88,314.78,173.22
2.2559,0.2103,7.372,251.05,266.46,304.15
2.2561,0.2129,16.587,174.99,20.63,281.87
2.2561,0.1353,22.866,81.31,100.68,29.86
2.2563,0.1625,14.123,165.29,152.61,29.85
2.2567,0.1591,5.554,322.58,89.79,316.54
2.2568,0.1701,6.097,147.31,338.93,171.17
2.2570,0.0446,12.158,31.30,132.15,158.43
2.2573,0.1463,15.763,300.26,285.40,318.04
2.2575,0.0605,15.212,50.58,50.26,233.57
2.2581,0.1260,10.282,339.01,190.43,319.20
2.2581,0.1892,19.832,316.18,280.79,39.56
2.2582,0.1353,7.060,206.86,227.46,155.78
2.2583,0.0474,11.032,118.89,95.68,64.15
2.2585,0.0514,10.795,33.09,118.83,323.53
2.2585,0.2024,14.158,148.06,55.44,105.34
2.2590,0.0911,13.760,69.03,202.19,296.86
2.2591,0.0462,13.210,352.08,96.97,235.00
2.2593,0.1455,23.951,153.97,227.04,265.52
2.2594,0.0549,2.275,299.86,293.51,245.85
2.2595,0.1118,7.593,90.53,89.43,105.94
2.2597,0.0180,31.842,290.37,175.91,168.64
2.2598,0.1285,4.261,204.55,3.61,115.29
2.2600,0.0476,10.895,282.29,149.02,301.43
2.2600,0.1795,14.526,227.30,100.28,189.94
2.2600,0.0514,5.966,195.64,286.18,120.30
2.2601,0.0755,9.319,325.18,111.20,276.57
2.2602,0.1674,18.541,99.48,234.38,283.30
2.2602,0.0257,21.833,325.80,265.30,204.22
2.2609,0.1706,8.341,226.99,305.31,151.86
2.2611,0.0866,11.894,285.86,12.07,276.08
2.2613,0.2148,18.447,32.00,264.83,29.05
2.2614,0.0332,7.882,116.15,247.97,86.29
2.2616,0.0887,14.156,125.78,131.14,241.63
2.2616,0.2199,14.347,295.42,96.34,64.66
2.2617,0.1104,8.923,161.28,225.09,215.08
2.2617,0.1651,6.025,225.60,3.68,128.00
2.2620,0.1822,11.352,160.48,107.71,93.97
2.2621,0.0429,5.487,66.51,30.15,97.12
2.2628,0.2318,6.033,77.23,4.01,73.45
2.2629,0.1420,5.115,328.49,173.35,295.94
2.2630,0.0566,12.288,92.26,133.93,252.83
2.2635,0.1601,15.900,226.84,39.40,67.80
2.2635,0.0590,7.783,146.85,161.21,250.99
2.2638,0.0259,2.193,82.61,355.55,193.06
2.2641,0.2351,10.217,97.27,106.19,256.56
2.2642,0.2559,18.333,129.79,181.03,18.31
2.2642,0.1436,2.881,352.37,249.32,295.91
2.2646,0.2845,2.795,58.98,95.99,1.13
2.2648,0.2283,15.899,199.98,302.83,288.06
2.2652,0.0759,7.237,234.37,292.21,242.62
2.2652,0.0473,5.501,179.72,191.65,297.41
2.2653,0.0817,3.983,114.80,277.14,27.08
2.2654,0.1929,6.103,189.27,10.41,240.18
2.2654,0.1117,3.213,22.97,156.01,231.62
2.2654,0.2363,9.120,268.10,46.99,92.16
2.2658,0.1306,17.704,19.53,214.45,229.24
2.2664,0.2403,18.445,285.67,91.86,263.88
2.2667,0.1321,5.297,33.98,67.45,175.28
2.2668,0.2841,25.642,208.87,291.69,154.62
2.2669,0.1412,23.450,2.93,135.99,242.04
2.2669,0.0412,9.055,309.17,164.97,37.87
2.2670,0.1348,12.967,171.33,13.58,215.30
2.2670,0.0704,10.577,51.65,37.31,194.83
2.2671,0.1380,14.367,72.20,168.73,305.11
2.2672,0.2018,2.624,221.11,314.09,322.61
2.2672,0.1645,5.833,53.62,75.27,29.73
2.2673,0.1607,16.138,176.03,240.17,350.74
2.2673,0.2531,11.203,184.47,246.36,14.49
2.2675,0.0983,13.666,24.95,350.49,299.40
2.2676,0.1171,15.495,344.56,331.82,269.79
2.2677,0.1112,11.385,59.63,30.13,284.10
2.2679,0.0522,8.369,129.71,47.27,133.40
2.2681,0.2589,12.456,57.22,214.12,226.01
2.2684,0.1621,6.372,154.42,31.31,294.74
2.2684,0.1143,8.535,88.65,202.10,35.21
2.2686,0.0517,10.002,104.55,47.18,199.27
2.2686,0.1334,8.521,196.07,300.41,149.36
2.2687,0.0412,4.184,56.88,202.41,18.02
2.2692,0.1875,12.093,58.09,139.00,32.52
2.2692,0.2065,19.649,321.70,313.53,229.24
2.2693,0.2685,9.136,94.20,337.37,154.18
2.2695,0.0447,14.109,84.89,332.59,200.41
2.2696,0.1685,18.049,37.13,92.00,223.92
2.2699,0.0185,1.155,345.27,294.74,47.22
2.2699,0.1206,4.189,321.07,128.94,115.99
2.2701,0.0479,18.311,302.39,287.97,66.35
2.2701,0.1402,24.398,159.45,223.88,87.81
2.2704,0.0501,16.570,353.67,79.79,296.12
2.2704,0.1268,12.371,76.46,229.34,102.04
2.2705,0.2491,22.802,164.28,8.03,284.37
2.2705,0.1385,6.669,344.79,186.00,27.93
2.2706,0.2267,15.818,199.77,225.89,26.70
2.2706,0.1155,3.589,305.26,53.62,201.87
2.2710,0.0872,11.169,310.93,170.65,20.04
2.2712,0.1399,17.124,68.00,21.70,305.23
2.2713,0.0551,14.841,16.41,96.30,8.84
2.2714,0.1432,14.865,120.58,39.57,37.84
2.2715,0.1409,8.949,282.41,45.68,307.13
2.2716,0.2909,14.096,299.95,89.09,341.80
2.2717,0.0180,11.502,68.17,135.66,72.52
2.2720,0.0554,12.855,129.28,342.76,43.35
2.2723,0.0791,8.858,102.14,7.56,172.29
2.2726,0.1453,22.862,293.59,359.05,89.25
2.2726,0.1293,17.033,21.14,178.58,12.85
2.2728,0.1891,10.188,293.56,255.19,96.60
2.2732,0.0785,12.025,9.99,37.81,194.69
2.2733,0.0843,3.072,37.31,172.29,75.69
2.2736,0.1113,12.215,24.75,26.19,295.59
2.2737,0.0891,16.439,265.27,104.29,119.82
2.2742,0.1276,17.818,6.02,275.01,316.47
2.2747,0.1286,6.938,161.63,183.73,51.26
2.2747,0.2664,14.606,326.40,134.15,294.36
2.2747,0.0849,1.817,9.59,154.58,3.16
2.2748,0.1360,17.183,314.01,40.91,271.16
2.2749,0.0955,1.816,164.57,281.06,28.04
2.2751,0.1435,12.026,328.15,331.69,92.68
2.2751,0.2415,11.619,175.70,181.19,152.87
2.2752,0.0620,6.549,346.35,147.46,58.86
2.2752,0.1504,8.422,179.45,16.57,247.44
2.2754,0.1956,6.456,308.24,330.27,20.52
2.2755,0.0595,5.817,266.91,88.50,231.47
2.2756,0.0078,3.802,313.09,194.46,255.95
2.2756,0.0629,9.724,273.25,33.95,66.98
2.2758,0.0990,9.326,129.73,117.23,337.29
2.2758,0.1833,15.377,148.37,250.73,243.58
2.2760,0.1375,5.532,325.10,191.64,355.96
2.2760,0.1512,12.770,191.98,133.91,353.07
2.2761,0.0510,2.041,138.29,189.29,166.84
2.2762,0.1138,12.506,298.14,63.82,243.31
2.2763,0.0574,4.971,231.36,111.33,245.12
2.2763,0.1279,11.122,137.18,28.55,125.33
2.2763,0.1624,24.671,42.25,20.11,24.72
2.2764,0.0819,8.090,97.91,10.25,227.47
2.2767,0.1667,13.836,101.58,98.88,17.63
2.2767,0.1610,11.609,120.38,191.13,220.83
2.2767,0.1987,9.083,7.51,135.24,146.01
2.2772,0.1203,10.090,111.68,213.49,238.55
2.2774,0.1021,13.673,236.11,59.87,322.14
2.2776,0.0984,10.981,169.39,20.81,270.89
2.2777,0.0945,25.093,65.45,236.46,141.57
2.2779,0.1253,5.162,84.34,95.86,31.62
2.2780,0.2294,4.833,107.20,260.35,284.76
2.2782,0.1220,3.393,308.82,240.14,148.87
2.2785,0.0801,9.217,43.75,344.42,185.69
2.2787,0.1444,12.901,78.05,14.84,16.63
2.2791,0.2121,8.953,159.26,13.59,67.19
2.2792,0.1873,10.951,244.45,23.67,301.42
2.2797,0.1939,18.425,182.99,243.85,277.08
2.2797,0.1130,16.555,317.65,346.62,200.51
2.2799,0.0838,5.998,201.86,211.53,146.34
2.2806,0.0612,14.791,54.13,117.84,150.12
2.2810,0.1434,16.807,250.68,184.02,107.22
2.2810,0.1481,7.335,333.11,277.29,237.10
2.2812,0.1775,11.245,263.43,141.85,67.30
2.2816,0.1118,11.056,97.62,214.10,216.22
2.2816,0.1174,14.617,120.17,111.33,348.21
2.2817,0.1376,10.298,272.38,155.51,119.94
2.2818,0.0538,3.826,194.12,193.31,310.24
2.2819,0.0545,7.904,333.61,10.48,96.15
2.2820,0.0534,1.908,8.89,359.44,39.15
2.2820,0.2967,4.714,229.89,172.29,132.82
2.2821,0.1187,4.698,225.67,9.90,98.14
2.2824,0.0841,15.797,166.38,235.81,140.68
2.2825,0.3379,6.789,108.08,309.29,358.07
2.2827,0.1508,4.315,108.31,152.40,308.88
2.2827,0.0825,10.778,349.43,118.40,244.71
2.2828,0.1639,9.068,305.99,332.59,153.12
2.2829,0.0834,10.530,192.35,65.95,301.72
2.2829,0.2224,9.842,12.23,296.94,67.45
2.2830,0.0676,14.517,34.01,188.38,319.96
2.2833,0.2438,8.456,69.46,48.52,31.93
2.2833,0.0825,3.124,228.98,330.73,91.61
2.2837,0.1853,1.401,103.83,264.19,30.97
2.2838,0.0941,7.406,107.09,305.80,98.88
2.2839,0.0370,1.430,94.43,264.39,210.13
2.2842,0.0540,6.578,315.42,269.37,123.03
2.2843,0.0405,5.426,107.21,280.96,310.11
2.2843,0.0758,11.186,309.28,276.67,342.19
2.2845,0.0454,8.459,247.47,158.07,205.20
2.2845,0.2250,7.325,154.33,254.51,354.35
2.2847,0.2377,7.148,356.17,192.03,73.17
2.2848,0.1319,7.268,19.71,60.37,254.02
2.2850,0.0098,5.482,300.86,180.88,243.61
2.2852,0.1161,22.283,212.81,90.59,79.02
2.2852,0.1506,10.137,5.27,14.39,153.12
2.2853,0.1328,8.551,353.79,200.77,133.42
2.2854,0.0762,6.566,161.94,165.08,229.15
2.2855,0.2111,10.152,157.39,331.07,269.26
2.2857,0.2214,13.807,354.35,86.71,201.41
2.2858,0.1636,6.945,97.24,11.63,176.47
2.2859,0.0835,12.665,85.43,252.48,264.93
2.2860,0.1113,10.628,40.42,119.97,196.77
2.2861,0.1572,6.872,140.69,116.36,164.46
2.2861,0.0947,7.389,286.57,223.42,31.64
2.2861,0.0528,13.219,76.78,245.84,252.73
2.2864,0.2926,7.967,53.79,65.72,94.59
2.2864,0.1523,7.364,140.54,233.59,329.03
2.2868,0.1769,5.222,191.90,355.30,159.48
2.2869,0.1181,11.259,220.97,164.43,9.08
2.2870,0.0900,14.092,160.08,43.62,222.69
2.2870,0.1162,9.160,48.11,306.43,51.94
2.2871,0.1895,3.811,274.72,215.85,72.47
2.2872,0.0465,8.235,294.95,162.25,73.52
2.2873,0.1696,9.788,238.15,183.06,15.75
2.2875,0.1394,16.491,245.24,168.52,121.99
2.2875,0.0903,9.147,97.16,88.37,150.10
2.2877,0.1749,6.954,68.80,183.23,224.75
2.2878,0.1754,13.499,91.44,148.01,72.84
2.2878,0.1767,7.606,184.86,340.65,0.81
2.2878,0.1307,12.961,216.32,253.83,232.78
2.2879,0.1191,0.186,45.45,253.41,285.77
2.2882,0.0499,2.074,241.06,199.03,214.60
2.2882,0.2672,19.217,163.38,68.05,185.14
2.2885,0.1086,10.107,74.10,179.21,129.31
2.2887,0.2219,16.271,32.36,334.85,145.02
2.2888,0.0670,8.254,234.42,61.26,24.74
2.2891,0.0202,4.546,8.53,66.57,179.95
2.2892,0.1419,3.050,262.31,50.04,186.48
2.2892,0.1664,11.713,72.08,182.81,354.78
2.2894,0.1860,11.628,174.17,332.13,239.53
2.2894,0.0810,3.861,51.55,140.31,181.89
2.2899,0.2282,6.365,137.52,114.76,17.44
2.2901,0.1260,18.734,151.19,320.32,11.98
2.2902,0.2391,10.278,91.42,206.88,176.85
2.2903,0.1465,11.887,21.78,30.41,24.24
2.2905,0.0870,7.080,1.61,131.00,194.83
2.2909,0.1958,11.635,37.17,8.90,187.08
2.2912,0.1754,7.093,130.95,356.06,309.52
2.2914,0.1759,6.032,159.40,159.30,185.50
2.2915,0.0945,19.723,86.35,347.67,242.98
2.2916,0.1222,4.384,193.12,87.62,26.51
2.2919,0.1855,9.405,181.52,210.88,90.65
2.2921,0.0468,6.820,163.58,59.61,158.74
2.2923,0.1132,10.523,16.54,271.91,3.23
2.2923,0.3261,15.071,211.45,292.10,289.01
2.2926,0.1720,13.841,153.89,279.65,64.60
2.2927,0.0524,3.160,309.21,100.98,200.43
2.2932,0.0028,8.925,162.07,354.28,223.39
2.2932,0.0644,14.143,307.59,68.53,12.37
2.2932,0.1239,2.890,341.96,296.50,176.46
2.2933,0.2079,7.066,20.94,211.13,288.07
2.2935,0.1339,17.841,309.43,166.77,70.17
2.2935,0.1098,20.285,119.83,270.89,228.64
2.2935,0.3091,5.140,91.39,148.24,317.72
2.2941,0.0965,7.345,350.26,150.88,148.43
2.2941,0.1932,14.653,237.33,123.70,359.92
2.2943,0.0730,2.864,316.02,299.95,318.41
2.2944,0.1638,9.379,238.57,281.05,20.40
2.2948,0.1779,19.290,286.20,288.64,197.88
2.2949,0.2159,9.760,280.93,32.40,324.46
2.2951,0.0602,17.656,288.65,193.52,209.31
2.2952,0.1137,23.006,246.93,13.61,21.93
2.2953,0.1409,7.387,224.18,32.88,256.59
2.2953,0.0363,14.657,355.21,138.35,259.27
2.2955,0.1055,8.973,260.94,238.02,221.34
2.2958,0.1132,6.214,113.16,286.12,307.07
2.2959,0.1568,6.915,48.21,70.45,165.59
2.2961,0.1057,14.677,246.77,272.50,306.60
2.2962,0.2415,5.635,325.71,98.31,118.90
2.2962,0.1728,10.248,314.26,122.69,45.51
2.2965,0.2219,6.518,103.53,324.41,300.95
2.2966,0.0476,3.707,163.10,65.88,53.18
2.2967,0.0328,8.375,221.54,162.78,130.76
2.2967,0.1382,6.748,86.96,274.32,346.21
2.2967,0.1966,3.116,2.48,137.90,130.85
2.2968,0.0740,4.893,84.40,110.11,107.25
2.2972,0.0622,15.855,249.79,265.90,259.39
2.2973,0.2331,1.888,171.98,130.08,154.43
2.2974,0.2449,6.335,16.13,74.10,56.06
2.2976,0.0810,2.845,52.03,145.37,357.31
2.2976,0.2652,11.046,17.30,51.79,33.87
2.2977,0.2719,11.877,116.64,185.92,72.15
2.2987,0.1540,8.217,207.06,97.34,272.18
2.2989,0.1709,3.065,44.82,286.74,248.51
2.2989,0.0766,14.416,226.89,264.38,312.38
2.2994,0.1585,1.286,43.61,302.92,160.23
2.2994,0.2165,11.317,124.66,127.13,145.27
2.2994,0.0798,6.826,27.24,306.16,341.85
2.2996,0.2129,1.689,87.16,261.72,104.40
2.2998,0.0331,2.781,300.30,86.86,53.69
2.2998,0.2517,5.397,239.54,314.82,7.47
2.2999,0.0880,0.879,55.81,208.92,276.29
2.2999,0.1705,13.042,244.70,16.96,79.61
2.3000,0.1965,14.113,170.07,6.23,308.02
2.3000,0.0889,10.791,150.49,47.97,129.69
2.3001,0.0766,8.249,253.54,323.13,347.05
2.3003,0.1598,17.988,344.69,8.16,71.06
2.3003,0.1907,17.396,144.77,115.34,181.93
2.3004,0.1095,15.952,343.83,36.37,91.68
2.3004,0.1699,15.930,133.41,229.38,263.38
2.3004,0.0935,2.942,325.06,291.55,226.25
2.3008,0.1312,12.429,84.23,294.99,115.31
2.3009,0.2018,12.402,82.80,250.05,334.47
2.3010,0.0928,5.290,84.04,124.83,356.72
2.3012,0.0699,7.703,22.90,98.23,323.52
2.3012,0.1246,2.785,295.13,328.91,138.88
2.3012,0.0690,7.452,263.42,281.52,14.94
2.3013,0.0223,4.964,247.91,12.14,225.60
2.3019,0.2739,10.301,233.62,89.53,19.09
2.3019,0.1630,7.269,280.94,283.07,18.62
2.3021,0.1287,8.472,107.10,9.77,311.70
2.3027,0.0475,11.797,228.61,87.48,306.00
2.3029,0.0703,5.273,278.35,79.31,169.92
2.3030,0.1567,21.550,224.71,244.20,224.33
2.3032,0.0624,11.753,311.27,234.11,133.03
2.3036,0.1777,16.914,171.48,239.52,66.46
2.3037,0.0778,11.190,179.41,147.30,37.64
2.3040,0.2008,17.186,6.63,355.38,271.00
2.3042,0.0926,7.216,238.40,166.69,277.92
2.3043,0.1108,2.620,123.49,48.66,31.00
2.3044,0.1013,16.973,354.63,85.00,64.94
2.3045,0.2080,13.689,16.24,339.12,106.69
2.3046,0.1726,9.828,342.33,118.92,194.43
2.3049,0.0910,8.332,275.89,92.11,239.64
2.3054,0.1251,10.629,60.96,354.71,191.90
2.3054,0.1878,10.693,68.00,269.94,153.93
2.3058,0.2082,17.836,247.03,306.90,39.79
2.3061,0.2134,8.396,232.06,204.78,331.79
2.3061,0.1739,5.405,72.58,359.35,122.57
2.3062,0.1138,8.781,95.95,252.04,130.48
2.3063,0.1539,8.439,16.75,160.86,346.64
2.3064,0.0496,15.462,294.57,168.95,159.46
2.3065,0.0231,11.859,269.21,64.50,232.23
2.3068,0.1413,5.241,141.36,27.60,238.81
2.3071,0.0683,15.106,206.28,145.19,66.98
2.3072,0.0294,7.571,63.70,193.18,230.05
2.3074,0.0709,8.516,77.16,198.72,263.38
2.3075,0.1840,13.772,268.85,109.76,291.17
2.3076,0.1085,4.919,336.89,29.28,104.03
2.3077,0.1094,9.570,28.64,196.34,73.40
2.3077,0.1221,9.841,188.71,241.16,213.87
2.3079,0.0531,8.873,91.30,130.70,347.82
2.3080,0.2753,7.276,337.41,143.75,145.61
